@relation words-weka.filters.unsupervised.attribute.Remove-R5-49

@attribute word1Length numeric
@attribute word2Length numeric
@attribute word2-word1Length numeric
@attribute word2-word1LengthAbs numeric
@attribute damerau numeric
@attribute levenshtein numeric
@attribute dice numeric
@attribute hamming numeric
@attribute classe {true,false}

@data
25,25,0,0,8,8,0.434783,6,false
159,27,-132,132,149,149,1,138,true
47,34,-13,13,34,35,0.922078,23,false
6,6,0,0,3,4,1,0,false
62,57,-5,5,37,37,0.878261,25,false
148,28,-120,120,139,139,1,126,true
7,8,1,1,8,8,1,7,true
21,21,0,0,0,0,0,5,false
97,96,-1,1,70,70,0.89418,50,false
1,1,0,0,0,0,?,0,false
76,59,-17,17,19,19,0.175573,38,false
104,108,4,4,102,102,1,63,true
188,167,-21,21,169,169,0.994302,141,true
19,19,0,0,19,19,1,17,true
29,29,0,0,27,27,1,19,true
45,36,-9,9,40,40,1,27,true
28,25,-3,3,15,17,0.877551,7,false
132,46,-86,86,93,93,0.563218,101,false
38,31,-7,7,8,8,0.138462,16,false
119,82,-37,37,99,99,0.958974,79,false
181,27,-154,154,154,154,0.754902,158,false
193,40,-153,153,176,176,1,166,true
21,18,-3,3,20,20,1,17,true
16,16,0,0,0,0,0,2,false
28,28,0,0,19,19,0.846154,7,false
23,23,0,0,23,23,1,16,true
145,72,-73,73,116,117,0.971831,112,false
115,111,-4,4,108,108,1,73,true
82,54,-28,28,73,73,1,62,true
163,104,-59,59,141,141,1,117,true
34,34,0,0,31,31,1,21,true
106,106,0,0,104,104,1,61,true
131,89,-42,42,104,104,0.935185,86,false
168,84,-84,84,150,150,1,126,true
93,34,-59,59,86,86,1,73,true
158,75,-83,83,140,140,1,120,true
38,41,3,3,40,40,1,27,true
171,144,-27,27,46,46,0.170418,119,false
70,75,5,5,71,71,1,44,true
194,70,-124,124,161,161,0.961538,156,false
130,82,-48,48,49,49,0.259615,86,false
151,142,-9,9,142,142,1,107,true
169,43,-126,126,154,154,1,141,true
35,36,1,1,1,1,0.014925,11,false
80,54,-26,26,54,54,0.8,44,false
81,57,-24,24,24,24,0.179104,45,false
173,117,-56,56,156,156,1,124,true
60,36,-24,24,55,55,1,41,true
59,61,2,2,60,60,1,33,true
135,118,-17,17,126,126,1,87,true
146,109,-37,37,104,104,0.896414,101,false
166,85,-81,81,150,150,1,126,true
188,72,-116,116,168,168,1,148,true
96,55,-41,41,85,85,1,64,true
81,83,2,2,80,80,1,44,true
197,36,-161,161,183,183,0.991266,173,true
28,24,-4,4,27,27,1,19,true
190,66,-124,124,135,135,0.563492,149,false
173,167,-6,6,164,164,1,122,true
66,51,-15,15,60,60,1,47,true
178,92,-86,86,101,101,0.383459,132,false
179,109,-70,70,78,78,0.302817,130,false
156,44,-112,112,143,143,1,127,true
85,24,-61,61,75,75,0.961905,66,false
85,88,3,3,85,85,1,43,true
45,41,-4,4,41,41,1,30,true
67,70,3,3,3,3,0.022556,26,false
130,42,-88,88,88,88,0.52381,101,false
161,55,-106,106,144,144,1,130,true
154,62,-92,92,138,138,1,121,true
55,55,0,0,52,52,1,31,true
142,82,-60,60,66,66,0.327273,99,false
183,148,-35,35,45,45,0.155963,135,false
45,41,-4,4,42,42,1,26,true
143,45,-98,98,132,132,1,119,true
38,41,3,3,39,39,1,25,true
62,40,-22,22,57,57,1,41,true
95,70,-25,25,25,25,0.15528,59,false
43,23,-20,20,34,34,0.903226,23,false
181,75,-106,106,159,159,1,142,true
88,89,1,1,51,51,0.907514,38,false
133,133,0,0,0,0,0,82,false
187,165,-22,22,31,31,0.114943,133,false
125,56,-69,69,69,69,0.389831,88,false
87,55,-32,32,77,77,1,55,true
23,23,0,0,8,8,0.428571,7,false
79,22,-57,57,73,73,1,66,true
82,51,-31,31,72,72,1,53,true
26,17,-9,9,25,25,1,18,true
196,143,-53,53,176,176,1,149,true
37,35,-2,2,2,2,0.029412,13,false
15,15,0,0,15,15,1,12,true
183,63,-120,120,165,165,1,147,true
49,40,-9,9,13,13,0.176471,22,false
107,77,-30,30,30,30,0.166667,67,false
81,64,-17,17,73,73,1,48,true
43,28,-15,15,39,39,1,29,true
23,24,1,1,4,4,0.116279,5,false
114,61,-53,53,101,101,1,85,true
140,39,-101,101,125,125,1,110,true
23,14,-9,9,22,22,1,19,true
173,99,-74,74,154,154,1,135,true
57,6,-51,51,51,51,0.864407,52,false
91,38,-53,53,81,81,1,70,true
94,84,-10,10,87,87,1,59,true
7,7,0,0,7,7,1,7,true
149,55,-94,94,136,136,1,118,true
163,34,-129,129,140,140,0.782383,136,false
105,81,-24,24,97,97,1,71,true
37,39,2,2,26,26,0.805556,15,false
47,42,-5,5,30,30,0.952941,17,false
83,66,-17,17,73,73,1,51,true
77,76,-1,1,75,75,1,42,true
52,50,-2,2,50,50,1,34,true
176,101,-75,75,152,152,1,129,true
4,4,0,0,4,4,1,4,true
87,48,-39,39,71,71,0.892308,60,false
134,108,-26,26,120,120,1,89,true
96,76,-20,20,62,62,0.821429,53,false
35,27,-8,8,21,21,0.896552,14,false
88,33,-55,55,69,69,0.846154,60,false
136,105,-31,31,125,125,1,95,true
24,22,-2,2,16,16,1,7,false
142,71,-71,71,110,110,0.913876,103,false
61,51,-10,10,57,57,1,38,true
14,15,1,1,1,1,0.04,1,false
20,20,0,0,6,6,0.444444,4,false
171,102,-69,69,69,69,0.256506,118,false
79,28,-51,51,73,73,1,62,true
169,87,-82,82,82,82,0.325397,127,false
14,14,0,0,13,13,0.916667,1,false
68,65,-3,3,11,11,0.100775,31,false
19,19,0,0,8,8,0.764706,2,false
98,97,-1,1,1,1,0.005236,54,false
100,79,-21,21,91,91,1,67,true
198,37,-161,161,184,184,1,173,true
65,65,0,0,28,28,0.571429,32,false
169,81,-88,88,150,150,1,128,true
192,99,-93,93,172,172,1,150,true
18,18,0,0,12,12,0.8125,3,false
31,23,-8,8,30,30,1,21,true
160,50,-110,110,149,149,1,129,true
140,60,-80,80,80,80,0.408163,102,false
21,22,1,1,1,1,0.025641,6,false
39,41,2,2,2,2,0.026316,9,false
7,8,1,1,7,7,1,6,true
156,38,-118,118,127,127,0.726316,128,false
8,8,0,0,3,3,0.333333,2,false
27,27,0,0,13,13,0.8,1,false
140,55,-85,85,114,115,0.91623,107,false
138,61,-77,77,85,85,0.45641,101,false
141,68,-73,73,128,128,1,103,true
4,4,0,0,4,4,1,3,true
26,29,3,3,26,26,1,13,true
76,47,-29,29,69,69,1,49,true
189,106,-83,83,167,167,1,144,true
113,39,-74,74,102,102,1,86,true
35,37,2,2,37,37,1,24,true
161,108,-53,53,58,58,0.222642,115,false
10,10,0,0,10,10,1,10,true
192,177,-15,15,181,181,1,139,true
147,79,-68,68,133,133,1,107,true
1,1,0,0,1,1,?,1,true
76,73,-3,3,3,3,0.02069,33,false
132,80,-52,52,120,120,1,99,true
89,89,0,0,88,88,1,54,true
169,38,-131,131,144,144,0.793103,146,false
94,58,-36,36,85,85,1,64,true
104,85,-19,19,96,96,1,59,true
36,40,4,4,4,4,0.055556,11,false
112,79,-33,33,100,100,1,78,true
55,50,-5,5,11,11,0.128713,23,false
35,33,-2,2,34,34,1,25,true
154,68,-86,86,137,137,1,115,true
161,22,-139,139,149,149,1,143,false
197,75,-122,122,122,122,0.455224,156,false
185,97,-88,88,91,91,0.330935,138,false
164,47,-117,117,147,147,1,131,true
48,42,-6,6,45,45,1,35,true
9,9,0,0,9,9,1,8,true
196,110,-86,86,102,102,0.357616,143,false
154,99,-55,55,138,138,1,116,true
115,68,-47,47,102,102,1,79,true
37,37,0,0,36,36,1,26,true
147,69,-78,78,90,90,0.45283,110,false
154,110,-44,44,138,138,1,105,true
103,84,-19,19,31,31,0.202186,61,false
200,117,-83,83,178,178,1,152,true
82,78,-4,4,76,76,1,53,true
53,29,-24,24,41,41,0.820513,28,false
99,91,-8,8,18,18,0.107527,56,false
192,160,-32,32,172,172,1,146,true
41,39,-2,2,23,23,0.815789,10,false
145,89,-56,56,130,130,1,103,true
72,64,-8,8,8,8,0.090909,37,false
62,58,-4,4,59,59,1,40,true
18,18,0,0,16,16,1,12,true
155,150,-5,5,148,148,1,105,true
180,116,-64,64,158,158,1,133,true
6,6,0,0,0,0,0,0,false
66,36,-30,30,58,58,1,48,true
123,103,-20,20,28,28,0.126126,73,false
149,74,-75,75,129,129,0.990868,112,true
105,60,-45,45,92,92,1,75,true
93,66,-27,27,27,27,0.174194,54,false
75,74,-1,1,73,73,1,45,true
93,39,-54,54,79,79,0.984375,68,false
133,77,-56,56,119,119,1,92,true
141,100,-41,41,53,53,0.248945,95,false
9,9,0,0,9,9,1,8,true
76,67,-9,9,10,10,0.079137,38,false
89,29,-60,60,77,77,0.859649,68,false
45,35,-10,10,41,41,1,33,true
72,11,-61,61,68,68,1,64,true
26,28,2,2,26,26,1,21,true
97,26,-71,71,75,75,0.647059,76,false
140,98,-42,42,48,48,0.247863,93,false
190,158,-32,32,172,172,1,138,true
170,107,-63,63,150,150,0.992674,128,true
108,30,-78,78,99,99,1,85,true
36,36,0,0,20,20,0.823529,12,false
97,49,-48,48,48,48,0.338028,67,false
194,141,-53,53,151,151,0.915408,144,false
102,65,-37,37,95,95,1,71,true
165,96,-69,69,133,133,0.937743,118,false
29,30,1,1,30,30,1,22,true
185,68,-117,117,157,158,0.943775,148,false
86,23,-63,63,80,80,1,72,true
2,2,0,0,0,0,?,0,false
71,69,-2,2,47,47,0.852941,31,false
36,26,-10,10,34,34,1,29,true
168,114,-54,54,146,146,1,120,true
152,100,-52,52,118,118,0.943548,102,false
129,114,-15,15,15,15,0.062762,80,false
168,104,-64,64,68,68,0.261194,121,false
95,45,-50,50,85,85,1,73,true
63,68,5,5,5,5,0.03937,25,false
70,65,-5,5,66,66,1,44,true
105,54,-51,51,68,70,0.767742,67,false
199,118,-81,81,155,156,0.897764,147,false
130,101,-29,29,96,96,0.911894,85,false
44,43,-1,1,1,1,0.012048,15,false
193,57,-136,136,170,170,0.943089,156,false
10,11,1,1,11,11,1,9,true
195,171,-24,24,38,38,0.116667,144,false
72,51,-21,21,21,21,0.176471,37,false
142,136,-6,6,20,20,0.080292,92,false
55,34,-21,21,51,51,1,41,true
159,152,-7,7,99,100,0.869707,106,false
93,61,-32,32,36,36,0.266667,55,false
154,151,-3,3,17,17,0.076412,101,false
78,46,-32,32,32,32,0.266667,46,false
150,72,-78,78,85,85,0.412844,109,false
117,38,-79,79,107,107,1,91,true
124,73,-51,51,111,111,1,85,true
86,44,-42,42,44,44,0.412698,56,false
121,43,-78,78,83,83,0.55,89,false
82,45,-37,37,71,71,1,59,true
73,72,-1,1,70,70,1,49,true
23,23,0,0,22,22,1,15,true
55,39,-16,16,50,50,1,36,true
199,103,-96,96,160,160,0.926174,150,false
169,84,-85,85,139,140,0.951807,128,false
17,17,0,0,17,17,1,13,true
114,43,-71,71,78,78,0.542484,84,false
161,46,-115,115,147,147,1,133,true
198,131,-67,67,67,67,0.206154,146,false
62,57,-5,5,55,55,1,36,true
143,145,2,2,102,102,0.908451,89,false
37,18,-19,19,19,19,0.372549,21,false
78,77,-1,1,74,74,1,48,true
7,8,1,1,1,1,0.090909,1,false
159,111,-48,48,141,141,1,112,true
169,170,1,1,122,122,0.916168,118,false
113,61,-52,52,97,97,1,79,true
89,61,-28,28,37,37,0.273973,54,false
91,54,-37,37,82,82,1,67,true
5,6,1,1,6,6,1,5,true
152,99,-53,53,117,117,0.934959,110,false
40,41,1,1,38,38,1,27,true
79,81,2,2,7,7,0.051282,41,false
153,88,-65,65,136,136,1,113,true
173,64,-109,109,157,157,1,134,true
144,47,-97,97,130,130,1,114,true
159,158,-1,1,151,152,1,110,true
81,41,-40,40,56,57,0.830508,54,false
158,106,-52,52,66,66,0.276923,111,false
104,53,-51,51,94,94,1,78,true
7,7,0,0,0,0,0,1,false
161,136,-25,25,25,25,0.085324,110,false
137,69,-68,68,122,122,1,98,true
8,8,0,0,8,8,1,6,true
27,26,-1,1,2,2,0.061224,7,false
34,33,-1,1,1,1,0.015873,8,false
48,42,-6,6,10,10,0.139535,19,false
98,46,-52,52,57,57,0.414286,65,false
46,48,2,2,28,29,0.888889,14,false
120,74,-46,46,109,109,1,82,true
171,146,-25,25,154,154,1,121,true
164,100,-64,64,64,64,0.246154,117,false
159,136,-23,23,147,147,1,110,true
113,61,-52,52,99,99,1,84,true
194,35,-159,159,181,181,1,168,true
71,72,1,1,5,5,0.035971,30,false
130,110,-20,20,95,95,0.889831,80,false
25,25,0,0,14,14,0.782609,6,false
190,113,-77,77,169,169,1,145,true
121,78,-43,43,53,53,0.282051,83,false
93,59,-34,34,37,37,0.283784,56,false
70,13,-57,57,64,64,1,58,false
62,62,0,0,61,61,1,38,true
110,116,6,6,108,108,1,66,true
83,66,-17,17,74,74,1,58,true
114,107,-7,7,7,7,0.032258,65,false
65,64,-1,1,49,49,0.936,26,false
188,125,-63,63,165,165,1,142,true
173,113,-60,60,123,123,0.871886,127,false
185,141,-44,44,169,169,1,137,true
190,50,-140,140,175,175,1,162,true
162,93,-69,69,140,140,0.992032,120,true
178,13,-165,165,171,171,1,167,true
52,52,0,0,26,26,0.72,18,false
37,34,-3,3,36,36,1,22,true
32,23,-9,9,22,22,0.882353,14,false
143,108,-35,35,111,112,0.910931,97,false
74,70,-4,4,12,12,0.114286,36,false
43,42,-1,1,41,41,1,26,true
178,170,-8,8,8,8,0.023256,125,false
111,96,-15,15,102,102,1,70,true
153,64,-89,89,138,138,1,119,true
61,47,-14,14,56,56,1,38,true
35,29,-6,6,19,19,0.833333,12,false
12,12,0,0,0,0,0,1,false
9,9,0,0,0,0,0,1,false
59,58,-1,1,5,5,0.061947,20,false
7,7,0,0,7,7,1,6,true
147,85,-62,62,130,130,1,108,true
23,23,0,0,20,20,1,14,true
25,28,3,3,19,19,0.918367,6,false
131,126,-5,5,5,5,0.019763,81,false
143,138,-5,5,137,137,1,95,true
64,54,-10,10,61,61,1,42,true
125,130,5,5,5,5,0.01992,77,false
90,74,-16,16,16,16,0.1,49,false
70,78,8,8,8,8,0.055556,32,false
164,87,-77,77,145,145,1,122,true
184,107,-77,77,162,162,0.993031,131,true
22,22,0,0,21,21,1,14,true
95,97,2,2,94,94,1,62,true
155,69,-86,86,137,137,1,120,true
135,59,-76,76,76,76,0.4,99,false
35,26,-9,9,34,34,1,29,true
91,17,-74,74,86,86,1,77,true
47,47,0,0,3,3,0.044444,15,false
112,54,-58,58,66,66,0.444444,80,false
101,89,-12,12,93,93,1,64,true
149,116,-33,33,33,33,0.126437,101,false
98,79,-19,19,86,86,1,63,true
192,161,-31,31,148,149,0.931232,139,false
141,85,-56,56,126,126,1,104,true
83,9,-74,74,74,74,0.840909,75,false
33,24,-9,9,9,9,0.169811,14,false
120,53,-67,67,67,67,0.39645,86,false
12,12,0,0,12,12,1,11,true
5,5,0,0,5,5,1,4,true
76,71,-5,5,11,11,0.076923,33,false
126,52,-74,74,104,104,0.977011,95,false
73,43,-30,30,64,64,1,49,true
145,88,-57,57,129,129,1,106,true
84,38,-46,46,77,77,1,65,true
187,158,-29,29,45,45,0.173021,133,false
29,28,-1,1,27,27,1,21,true
158,76,-82,82,141,141,1,120,true
8,8,0,0,2,2,0.333333,1,false
148,133,-15,15,137,137,1,104,true
162,35,-127,127,149,149,1,142,true
172,61,-111,111,151,151,1,137,true
97,102,5,5,97,97,1,59,true
93,91,-2,2,47,48,0.822222,44,false
195,117,-78,78,93,93,0.331169,145,false
125,88,-37,37,110,110,1,91,true
56,46,-10,10,50,50,1,35,true
101,97,-4,4,9,9,0.061856,57,false
124,25,-99,99,115,115,1,107,true
152,152,0,0,148,148,1,101,true
1,1,0,0,1,1,?,1,true
85,81,-4,4,4,4,0.024691,42,false
101,69,-32,32,32,32,0.192771,62,false
98,75,-23,23,90,90,1,62,true
76,78,2,2,51,51,0.813333,33,false
167,62,-105,105,105,105,0.466667,130,false
140,108,-32,32,99,99,0.852459,91,false
106,74,-32,32,76,78,0.862857,64,false
185,156,-29,29,29,29,0.086053,130,false
77,70,-7,7,49,49,0.846154,38,false
136,61,-75,75,122,122,1,97,true
9,9,0,0,9,9,1,8,true
64,29,-35,35,59,59,1,49,true
24,24,0,0,23,23,1,15,true
196,99,-97,97,149,150,0.814433,151,false
197,15,-182,182,186,186,1,184,false
69,48,-21,21,63,63,1,44,true
16,17,1,1,1,1,0.034483,3,false
159,118,-41,41,111,111,0.787546,109,false
140,80,-60,60,126,126,1,103,true
102,53,-49,49,49,49,0.328859,72,false
179,57,-122,122,160,160,1,140,true
57,58,1,1,55,55,1,34,true
181,59,-122,122,156,156,0.966102,141,false
47,48,1,1,6,6,0.098901,15,false
70,61,-9,9,65,65,1,47,true
136,115,-21,21,98,98,0.878543,91,false
187,139,-48,48,167,167,1,138,true
114,79,-35,35,43,43,0.238095,73,false
8,8,0,0,8,8,1,8,true
64,56,-8,8,60,60,1,42,true
84,80,-4,4,79,79,1,48,true
105,47,-58,58,94,94,1,75,true
118,23,-95,95,102,102,0.781022,98,false
35,31,-4,4,15,15,0.612903,8,false
26,26,0,0,25,25,1,16,true
110,89,-21,21,100,100,1,72,true
110,66,-44,44,97,97,1,76,true
58,53,-5,5,55,55,1,39,true
119,92,-27,27,81,82,0.903382,75,false
171,34,-137,137,149,149,0.930348,145,false
162,70,-92,92,97,97,0.473684,126,false
86,28,-58,58,78,78,1,67,true
27,27,0,0,26,26,1,20,true
154,161,7,7,92,92,0.864952,99,false
134,89,-45,45,50,50,0.242009,87,false
125,21,-104,104,114,114,1,108,true
174,55,-119,119,155,155,0.973333,142,false
2,2,0,0,2,2,?,2,true
118,109,-9,9,9,9,0.040359,69,false
3,3,0,0,3,3,1,3,true
165,70,-95,95,147,147,1,129,true
26,29,3,3,12,12,0.568627,6,false
25,21,-4,4,4,4,0.095238,7,false
65,34,-31,31,60,60,1,47,true
63,62,-1,1,5,5,0.041322,22,false
50,52,2,2,50,50,1,29,true
66,29,-37,37,59,59,1,49,true
59,59,0,0,26,26,0.596491,30,false
147,68,-79,79,131,131,1,115,true
187,139,-48,48,63,63,0.217391,136,false
136,79,-57,57,105,106,0.933649,93,false
102,100,-2,2,97,97,1,65,true
68,24,-44,44,59,59,0.977273,49,false
38,34,-4,4,36,36,1,25,true
183,91,-92,92,106,106,0.414815,138,false
133,94,-39,39,47,47,0.2287,85,false
108,92,-16,16,16,16,0.081633,64,false
16,16,0,0,15,15,1,12,true
38,35,-3,3,37,37,1,25,true
55,52,-3,3,52,52,1,32,true
61,47,-14,14,16,16,0.153846,28,false
141,79,-62,62,62,62,0.287037,103,false
143,15,-128,128,133,133,1,130,true
167,131,-36,36,149,149,1,120,true
24,24,0,0,21,21,1,3,false
36,36,0,0,28,28,1,7,false
107,105,-2,2,76,76,0.874396,60,false
54,30,-24,24,24,24,0.3,31,false
113,114,1,1,2,2,0.013453,64,false
175,85,-90,90,155,155,1,136,true
192,157,-35,35,173,173,1,142,true
146,120,-26,26,26,26,0.099237,96,false
190,64,-126,126,171,171,1,160,true
151,69,-82,82,82,82,0.37963,115,false
133,40,-93,93,93,93,0.550296,103,false
133,136,3,3,4,4,0.018868,81,false
73,61,-12,12,12,12,0.092308,35,false
93,36,-57,57,85,85,1,73,true
53,47,-6,6,6,6,0.0625,22,false
101,28,-73,73,91,91,1,82,true
52,52,0,0,52,52,1,33,true
29,29,0,0,4,4,0.111111,6,false
3,4,1,1,1,1,0.333333,1,false
51,28,-23,23,23,23,0.306667,29,false
45,30,-15,15,36,36,0.887324,23,false
147,131,-16,16,136,136,1,97,true
18,16,-2,2,18,18,1,15,true
64,64,0,0,64,64,1,42,true
64,64,0,0,45,45,0.983871,26,false
74,74,0,0,6,6,0.069444,36,false
149,70,-79,79,115,115,0.888372,110,false
172,41,-131,131,131,131,0.626794,145,false
151,13,-138,138,138,138,0.8625,140,false
73,59,-14,14,56,56,0.96875,39,false
22,23,1,1,23,23,1,15,true
37,37,0,0,37,37,1,27,true
45,43,-2,2,29,29,0.785714,15,false
145,66,-79,79,122,122,0.942029,105,false
53,45,-8,8,9,9,0.106383,22,false
107,111,4,4,66,66,0.775701,59,false
6,6,0,0,6,6,1,6,true
120,27,-93,93,108,108,0.93007,102,false
93,48,-45,45,48,48,0.386861,58,false
185,150,-35,35,119,119,0.818731,134,false
90,90,0,0,85,85,1,51,true
68,59,-9,9,64,64,1,42,true
129,56,-73,73,118,118,1,95,true
29,25,-4,4,8,8,0.16,10,false
92,85,-7,7,7,7,0.040462,44,false
194,119,-75,75,173,173,1,146,true
78,58,-20,20,69,69,0.984848,51,true
180,93,-87,87,156,156,1,135,true
93,71,-22,22,81,81,1,66,true
200,98,-102,102,176,177,1,150,true
147,44,-103,103,107,107,0.582888,113,false
35,36,1,1,35,35,1,21,true
78,70,-8,8,74,74,1,45,true
16,13,-3,3,5,5,0.2,5,false
167,145,-22,22,154,154,1,118,true
154,105,-49,49,55,55,0.239216,106,false
172,70,-102,102,154,154,1,132,true
9,10,1,1,10,10,1,8,true
140,58,-82,82,117,118,0.958763,105,false
107,65,-42,42,81,81,0.964286,67,false
103,48,-55,55,86,86,0.891156,70,false
189,131,-58,58,64,64,0.21519,136,false
121,24,-97,97,97,97,0.687943,103,false
121,113,-8,8,115,115,1,80,true
126,128,2,2,123,123,1,80,true
106,80,-26,26,26,26,0.138122,62,false
128,60,-68,68,68,68,0.36612,90,false
13,13,0,0,4,4,0.727273,1,false
35,35,0,0,32,32,1,18,true
159,151,-8,8,28,28,0.124183,104,false
169,79,-90,90,106,106,0.45679,127,false
137,77,-60,60,125,125,1,102,true
54,40,-14,14,49,49,1,37,true
56,32,-24,24,49,49,1,36,true
72,70,-2,2,11,11,0.115942,33,false
34,29,-5,5,5,5,0.084746,10,false
6,6,0,0,6,6,1,5,true
168,60,-108,108,151,151,1,130,true
184,52,-132,132,166,166,1,150,true
111,72,-39,39,39,39,0.217877,67,false
125,123,-2,2,119,119,1,79,true
166,87,-79,79,94,94,0.405622,124,false
159,42,-117,117,143,143,0.989848,128,false
48,50,2,2,46,46,1,28,true
68,66,-2,2,63,63,1,44,true
1,1,0,0,0,0,?,0,false
153,46,-107,107,128,128,0.917949,120,false
7,8,1,1,1,1,0.090909,1,false
102,72,-30,30,91,91,1,63,true
176,138,-38,38,159,159,1,128,true
197,144,-53,53,175,175,1,147,true
71,73,2,2,70,70,1,38,true
76,52,-24,24,70,70,1,48,true
163,102,-61,61,145,145,1,116,true
13,13,0,0,4,4,0.454545,2,false
179,161,-18,18,26,26,0.095238,127,false
12,12,0,0,12,12,1,11,true
114,78,-36,36,36,36,0.187166,70,false
176,61,-115,115,122,122,0.553648,136,false
35,27,-8,8,9,9,0.172414,14,false
165,34,-131,131,152,152,1,139,true
106,33,-73,73,94,94,1,87,true
198,82,-116,116,161,161,0.927536,151,false
1,1,0,0,0,0,?,0,false
22,22,0,0,22,22,1,15,true
42,46,4,4,4,4,0.047619,11,false
109,97,-12,12,13,13,0.069307,61,false
112,15,-97,97,99,99,0.804878,98,false
100,47,-53,53,59,59,0.440559,67,false
192,22,-170,170,179,179,0.904762,172,false
14,13,-1,1,4,4,0.217391,4,false
80,79,-1,1,41,41,0.780645,35,false
159,73,-86,86,142,142,1,122,true
118,73,-45,45,108,108,1,87,true
37,37,0,0,36,36,1,23,true
163,59,-104,104,112,112,0.550459,125,false
185,67,-118,118,163,163,1,148,true
102,94,-8,8,77,77,0.895833,54,false
80,71,-9,9,19,19,0.129252,41,false
91,83,-8,8,84,84,1,57,true
25,25,0,0,8,8,0.826087,3,false
200,87,-113,113,179,179,1,154,true
42,26,-16,16,39,39,1,31,true
34,23,-11,11,24,24,0.924528,16,false
175,175,0,0,0,0,0,124,false
179,70,-109,109,163,163,1,138,true
109,112,3,3,4,4,0.023041,59,false
22,24,2,2,15,15,0.714286,3,false
60,57,-3,3,33,33,0.80531,26,false
26,27,1,1,26,26,1,20,true
110,112,2,2,106,106,1,72,true
189,170,-19,19,31,31,0.098592,138,false
46,42,-4,4,41,41,1,29,true
51,49,-2,2,2,2,0.020833,17,false
23,18,-5,5,21,21,1,19,true
40,39,-1,1,1,1,0.013333,14,false
74,67,-7,7,69,69,1,46,true
31,19,-12,12,12,12,0.26087,12,false
189,14,-175,175,181,181,1,177,true
87,58,-29,29,78,78,1,59,true
37,39,2,2,2,2,0.027778,9,false
76,52,-24,24,24,24,0.193548,42,false
78,14,-64,64,72,72,0.818182,68,false
143,86,-57,57,127,127,1,98,true
171,45,-126,126,157,157,0.990566,146,true
135,25,-110,110,125,125,1,117,true
29,18,-11,11,12,12,0.302326,15,false
189,57,-132,132,135,135,0.570248,158,false
14,15,1,1,9,9,0.92,1,false
109,50,-59,59,98,98,1,83,true
189,95,-94,94,108,108,0.395683,145,false
115,89,-26,26,104,104,1,79,true
148,57,-91,91,134,134,1,110,true
23,24,1,1,23,23,1,14,true
60,60,0,0,60,60,1,37,true
119,116,-3,3,113,113,1,77,true
10,9,-1,1,1,1,0.066667,2,false
38,38,0,0,0,0,0,10,false
