@RELATION words

%Length

@attribute word1Length real
@attribute word2Length real
@attribute word2-word1Length real
@attribute word2-word1LengthAbs real

%Proposed Attributes

@attribute comProbabilityChar0Dist0 real
@attribute comProbabilityChar0Dist0DivWord2Length real
@attribute comProbabilityCharMDist0 real
@attribute comProbabilityChar0DistM real
@attribute comProbabilityCharMDistM real
@attribute comWeightedTotalProbabilityDist0 real
@attribute comWeightedTotalProbabilityDist1 real
@attribute comWeightedTotalProbabilityDistM real
@attribute comWeightedTotalProbability real

@attribute comNormWeightedTotalProbability real

@attribute comWeightedTotalProbability(WTPS)DivWord1Length real
@attribute comWeightedTotalProbability(WTPS)DivWord2Length real
@attribute comWeightedTotalProbability(WTPS)Div real
@attribute comMagicalColumnDiv(COD) real
@attribute comMagicalColumnDiv2(COD) real

@attribute rlmMclcs real
@attribute rlmNormMclcs real
@attribute rlmTotalLength(SO_ou_RLMSO) real

@attribute rlmNormTotalLength(SO_ou_RLMSO_div) real

@attribute rlmTotalLength(SO_ou_RLMSO)DivWord2Length real
@attribute rlmTotalLength(WSO_ou_RLMWSO)Weighted real
@attribute rlmTotalLengthWeightedInv real
@attribute rlmMaxLengthOccurrences(MO) real
@attribute rlmMaxLength(MORL) real
@attribute rlmMinLengthMaxOccurrences(MLMO) real
@attribute rlmMaxOccurrencesMinLength(MOML) real



%Mutual Information

@attribute mi0 real
@attribute mi1 real
@attribute mi2 real
@attribute mi3 real
@attribute mi4 real
@attribute meanMI real
%proposed mi's
@attribute weightedMeanMI real
@attribute wmi0 real
@attribute wmi1 real
@attribute wmi2 real
@attribute wmi3 real
@attribute wmi4 real
@attribute meanWMI real
@attribute weightedMeanWMI real

%LCS

@attribute nlcs real
@attribute mclcs00 real
@attribute mclcs01 real
@attribute mclcsLength/2Length/2 real
@attribute nmclcs real

%distances

@attribute damerau real
%@attribute jaroWinkler real
@attribute levenshtein real
@attribute dice real
@attribute hamming real

@attribute classe {non,other}

@DATA
76,251,175,175,0.0,0.0,0.0,0.0,0.0,-141.0,-159.0,-145.0,-37155.0,72368.10783183057,-488.8816,-148.0279,-38446.45,-1158789.0,165.0,3.0,4.717970224365695E-4,348.0,6.348500733906479,1.3864542,384.0,316.0,314.0,2.0,1,314,2.827582,2.7481332,2.9112885,2.6920683,2.7976563,2.6711705,13.603284,1.4126786,1.3740666,1.4556442,1.3698426,1.4330105,1.3458226,6.8516583,0.023118054099391907,1,0,5,0.001887188089746278,231.0,231.0,0.9872204472843451,59,non
65,317,252,252,0.0,0.0,0.0,0.0,0.0,-187.0,-190.0,-138.0,-57732.0,161756.07008007765,-888.18463,-182.11987,-58573.332,-1994332.0,88.0,3.0,4.367871875758311E-4,208.0,2.099684542586751,0.6561514,214.0,205.0,203.0,2.0,1,203,2.7623286,2.7623293,2.8282156,2.7706208,2.7726758,2.7290008,13.166613,1.3994921,1.3811647,1.4141078,1.4079038,1.3863379,1.3716793,6.629098,0.017520019412763894,1,0,0,7.765105556903664E-4,301.0,301.0,0.9942528735632183,52,non
96,317,221,221,0.0,0.0,0.0,0.0,0.0,-231.0,-201.0,-231.0,-70855.0,164972.10255651944,-738.07294,-223.51735,-71618.0,-1691693.0,126.5,2.0,1.3144058885383806E-4,251.0,2.070222134595163,0.7917981,257.0,246.0,245.0,2.0,1,245,2.9912508,2.9840305,3.0644658,2.9984713,3.0581326,2.9970212,15.570789,1.4956254,1.5310706,1.5386503,1.5016835,1.5343215,1.50367,7.8212595,0.010646687697160883,0,4,0,5.257623554153522E-4,297.0,297.0,1.0,84,other
206,307,101,101,0.33333334,0.0010857764,0.0,0.0,0.0,-158.0,-137.0,-144.0,-49943.0,39440.61302615351,-242.44174,-162.68079,-51238.426,-1911627.0,255.5,2.0,6.324910660636919E-5,557.0,4.905743018879859,1.8143322,580.0,535.0,534.0,2.0,1,534,3.721638,3.633085,3.6897635,3.6395187,3.8884304,3.6106539,21.624437,1.8840878,1.8450433,1.8505948,1.8261182,1.9659005,1.8154565,10.8912945,0.02789285601340881,3,5,1,7.748015559280226E-4,285.0,285.0,1.0,171,non
207,526,319,319,0.0,0.0,0.0,0.0,0.0,-205.0,-202.0,-114.0,-102894.0,97235.31195238883,-497.07245,-195.61597,-116930.68,-2.7477468E7,652.36664,5.0,2.2960636285152735E-4,1565.0,22.494305762201282,2.975285,1701.0,1463.0,1459.0,4.0,1,1459,3.1817598,3.197539,3.1679752,3.1378179,3.1100717,3.0726435,18.6069,1.5897535,1.6095364,1.5964717,1.5809526,1.5765541,1.543373,9.343694,0.03089583218530152,1,3,1,0.0011112947962013922,468.0,469.0,0.9526462395543176,166,other
215,251,36,36,0.0,0.0,0.33333334,0.0,0.0,-17.0,-60.0,-73.0,-18969.0,6667.7098304456595,-88.227905,-75.57371,-21286.264,-949118.0,340.5,8.0,0.001185953858982674,951.0,16.75902900027796,3.7888446,1396.0,752.0,745.0,6.0,1,745,3.5421169,3.6103876,3.5491664,3.6088362,3.5802188,3.5145142,21.138638,1.8126539,1.8133745,1.8393276,1.9108858,1.8033344,1.7733338,10.763976,0.06895209858241452,6,3,4,0.007412211618641712,190.0,191.0,0.820627802690583,154,other
243,317,74,74,0.0,0.0,0.0,0.0,0.0,-55.0,-67.0,-81.0,-21879.0,6214.2597266035755,-90.03704,-69.01893,-27428.838,-3160535.0,554.0,62.0,0.049901987511521334,3188.0,131.93836247744414,10.056783,43350.0,1177.0,1116.0,31.0,1,1116,3.2639272,3.2895453,3.3394377,3.3218527,3.3131883,3.2672448,20.021925,1.6400254,1.6521547,1.6915431,1.6936677,1.6848502,1.6493506,10.12624,0.06544118601601953,3,3,2,0.06002778102322442,211.0,211.0,0.6943907156673115,174,other
186,317,131,131,0.0,0.0,0.0,0.0,0.5,-187.0,-172.0,-172.0,-55605.0,52439.13071130559,-298.9516,-175.4101,-57034.37,-2079976.0,222.0,2.0,6.784030392456158E-5,456.0,3.526610359214409,1.4384859,469.0,444.0,443.0,2.0,1,443,3.4706352,3.497014,3.5612404,3.4423664,3.5063636,3.2598805,19.845974,1.7353176,1.7509485,1.7855248,1.724769,1.7531818,1.6372033,9.954817,0.014263423900139073,0,1,0,6.105627353210542E-4,295.0,295.0,1.0,162,non
164,307,143,143,0.0,0.0,0.0,0.0,0.0,-194.0,-194.0,-182.0,-56529.0,63468.813875427026,-344.68903,-184.13354,-57853.594,-2234341.0,228.0,2.0,7.944704854214666E-5,472.0,4.4248828156034,1.5374593,494.0,451.0,450.0,2.0,1,450,3.4922614,3.5005457,3.5690901,3.5907207,3.7199605,3.5082498,20.117588,1.7461307,1.7502729,1.8006867,1.7989818,1.8599802,1.7628925,10.093868,0.016703741955986336,0,0,0,9.732263446412966E-4,281.0,281.0,1.0,144,non
207,526,319,319,0.0,0.0,0.0,0.0,0.0,-179.0,-182.0,-175.0,-116257.0,124131.53734317886,-561.628,-221.02092,-131478.62,-2.6021248E7,707.2833,3.0,8.265829062654984E-5,1565.0,22.494305762201282,2.975285,1635.0,1502.0,1500.0,3.0,1,1500,3.0439885,2.9307806,2.991302,3.0036664,2.9395337,2.9144304,17.650192,1.5323011,1.464863,1.4940208,1.4997272,1.4735255,1.4639189,8.852972,0.01620102496280377,4,3,1,9.184254514061094E-4,480.0,480.0,0.988795518207283,182,non
251,251,0,0,0.0,0.0,0.0,0.0,0.0,-9.0,-48.0,-30.0,-8594.0,1172.312122029809,-34.239044,-34.239044,-12255.516,-1455323.0,411.16666,7.0,7.777654322947254E-4,1285.0,26.20950461103792,5.119522,1699.0,1046.0,1040.0,6.0,1,1040,3.7306986,3.6074884,3.6779072,3.5928826,3.5865679,3.635612,22.356564,1.8780121,1.8147432,1.9105133,1.8219846,1.8089511,1.8348587,11.345889,0.1173949619847304,5,2,3,0.016253710258567325,191.0,191.0,0.8061855670103093,165,other
188,317,129,129,0.0,0.0,0.0,0.0,0.0,-74.0,-82.0,-62.0,-20299.0,6914.044583529096,-107.973404,-64.0347,-27695.264,-6122115.0,499.5,10.0,0.0016779649640915498,1277.0,27.36306127928049,4.0283914,1893.0,1035.0,1026.0,8.0,1,1026,3.3869407,3.3496659,3.2486055,3.1981468,3.2495537,3.0115457,18.563496,1.697489,1.7009289,1.6284186,1.6180086,1.6293341,1.5212753,9.368584,0.054517081683334453,2,3,3,0.0032888113296194376,255.0,255.0,0.8623655913978494,139,other
303,317,14,14,0.25,7.8864355E-4,0.5,0.0,0.0,-160.0,-199.0,-199.0,-57616.0,34560.8422192377,-190.15181,-181.75394,-60412.273,-2484472.0,328.8333,2.0,4.1644543003196216E-5,857.0,7.646448241038615,2.70347,873.0,842.0,841.0,2.0,1,841,3.560761,3.5382261,3.4805615,3.5687973,3.533635,3.5739436,22.471146,1.8008543,1.7691131,1.7434007,1.7846833,1.7783234,1.7951885,11.293617,0.015033680024153834,4,0,1,3.74800887028766E-4,302.0,302.0,1.0,267,other
217,307,90,90,0.14285715,4.6533273E-4,0.0,0.0,0.0,-71.0,-94.0,-100.0,-30217.0,13705.805986280191,-139.24884,-98.42671,-32641.467,-2025307.0,426.8333,9.0,0.0012158693465828068,951.0,13.575721640973295,3.09772,1465.0,742.0,734.0,7.0,1,734,3.7621717,3.8783443,3.8131769,3.8110528,3.8055756,3.7679055,22.642513,1.9204273,1.9532152,1.9179771,1.9222602,1.9033775,1.8985572,11.433318,0.10845254356865158,7,3,0,0.0033774148516189074,240.0,240.0,0.8342967244701349,155,other
278,526,248,248,0.020408163,3.879879E-5,0.12244898,0.0,0.0,278.0,-208.0,0.0,-79986.0,43751.95035150587,-287.71942,-152.06464,-100116.69,-2.8048312E7,872.5,44.0,0.013239598435320184,3729.0,95.09424323658943,7.0893536,29476.0,1937.0,1894.0,29.0,1,1894,3.5492687,3.2711153,3.1743424,3.2923553,3.2353642,3.222186,20.44339,2.2022393,1.6355577,1.5930772,1.6451513,1.6186533,1.6194036,10.680531,0.04160625871926033,49,0,2,0.016419563968596985,442.0,442.0,0.7931034482758621,222,other
118,251,133,133,0.0,0.0,0.0,0.0,0.6666667,-142.0,-87.0,-121.0,-31512.0,33527.11675332568,-267.05084,-125.545815,-33657.227,-1307443.0,230.83333,3.0,3.0386926868796E-4,480.0,7.7790532784117765,1.9123507,529.0,438.0,436.0,3.0,1,436,3.1630414,3.1605854,3.1094615,3.109461,3.1444206,3.0058994,16.64365,1.5815207,1.5928994,1.5547308,1.5648395,1.5750761,1.5162593,8.371462,0.032446485245458845,0,4,1,0.0021608481328921603,228.0,228.0,0.9830028328611898,94,non
147,317,170,170,0.0,0.0,0.0,0.0,0.0,-147.0,-154.0,-157.0,-44103.0,41740.69419944634,-300.02042,-139.12619,-47185.01,-4382598.0,265.33334,7.0,0.0010515247108307045,673.0,9.719715015343677,2.1230283,828.0,593.0,587.0,5.0,1,587,3.2601602,3.193341,3.13253,3.245906,3.2923996,2.924312,17.499859,1.6447668,1.609908,1.5853788,1.6291175,1.6461998,1.4706968,8.814725,0.016824395373291272,2,1,1,0.002145968797613683,288.0,288.0,0.9530516431924883,126,non
206,317,111,111,0.0,0.0,0.0,0.0,0.0,-174.0,-173.0,-153.0,-53210.0,43357.08094698478,-258.30096,-167.85489,-56957.95,-3420828.0,298.0,4.0,2.450154666013292E-4,724.0,8.026951701326146,2.2839117,794.0,661.0,658.0,2.0,1,658,3.2228632,3.2535455,3.194047,3.2474644,3.1735995,3.1026375,18.826359,1.6127433,1.6335136,1.6008831,1.6264949,1.6046715,1.5600183,9.45182,0.009570916664114422,1,2,1,7.503598664665707E-4,291.0,291.0,0.9918367346938776,185,other
286,307,21,21,0.0,0.0,0.0,0.0,0.33333334,-164.0,-149.0,-164.0,-47066.0,25229.5888020774,-164.56644,-153.30945,-48653.805,-1707827.0,276.0,3.0,1.0250335983235006E-4,700.0,5.580738479761281,2.2801304,718.0,685.0,683.0,2.0,1,683,3.9351385,3.8696332,3.9299552,3.866556,3.856379,3.8380349,24.138306,1.9675692,1.9434807,1.9649776,1.9351865,1.9381832,1.9275423,12.107233,0.02105874581444614,0,2,0,4.1001343932940026E-4,296.0,296.0,0.9965576592082617,245,non
263,526,263,263,0.0,0.0,1.0,0.0,0.2857143,-168.0,-58.0,-168.0,-73004.0,38525.81370267027,-277.58176,-138.79088,-96851.516,-3.0429074E7,1042.25,11.0,8.746692882649742E-4,2546.0,46.85708915843803,4.8403044,3330.0,2217.0,2207.0,8.0,1,2207,3.203403,3.1596143,3.1958694,3.1613843,3.1500494,3.0963624,19.361116,1.6000497,1.5885272,1.601475,1.5929283,1.5824997,1.5571706,9.726651,0.040661278896615534,1,6,1,0.004163714959013431,434.0,434.0,0.8723958333333334,212,other
243,251,8,8,0.0,0.0,0.0,0.0,0.0,115.0,102.0,-24.0,-4890.0,392.0466283016084,-20.123457,-19.48207,-7882.768,-1073664.0,392.5,36.0,0.021248339973439574,2262.0,83.88903644680538,9.011952,12503.0,1022.0,987.0,18.0,1,987,3.8292286,3.7719276,3.671879,3.7896795,3.6379209,3.6316254,22.433569,2.1651425,2.2454221,1.8744844,2.1652923,1.873649,1.8317698,11.795604,0.2056629449281065,26,35,6,0.040988310133949796,72.0,73.0,0.4675052410901468,133,other
330,317,-13,13,0.0,0.0,0.0,0.0,0.0,-45.0,-50.0,-24.0,-12890.0,1588.3003536946756,-39.060608,-40.66246,-17797.957,-3446442.0,513.1666,62.0,0.03674600898575662,4380.0,183.38973329509608,13.817035,58409.0,1515.0,1454.0,36.0,1,1454,3.3777046,4.0625978,3.3760839,3.478531,3.3431811,3.2746096,21.425573,1.6966962,2.7326958,1.6951002,1.7425785,1.675694,1.6517305,11.126496,0.06906605487047128,3,1,1,0.04420227511710161,216.0,216.0,0.6462346760070052,245,other
