@relation words-weka.filters.unsupervised.attribute.Remove-R51

@attribute word1Length numeric
@attribute word2Length numeric
@attribute word2-word1Length numeric
@attribute word2-word1LengthAbs numeric
@attribute comProbabilityChar0Dist0 numeric
@attribute comProbabilityChar0Dist0DivWord2Length numeric
@attribute comProbabilityCharMDist0 numeric
@attribute comProbabilityChar0DistM numeric
@attribute comProbabilityCharMDistM numeric
@attribute comWeightedTotalProbabilityDist0 numeric
@attribute comWeightedTotalProbabilityDist1 numeric
@attribute comWeightedTotalProbabilityDistM numeric
@attribute comWeightedTotalProbability numeric
@attribute comNormWeightedTotalProbability numeric
@attribute comWeightedTotalProbability(WTPS)DivWord1Length numeric
@attribute comWeightedTotalProbability(WTPS)DivWord2Length numeric
@attribute comWeightedTotalProbability(WTPS)Div numeric
@attribute comMagicalColumnDiv(COD) numeric
@attribute comMagicalColumnDiv2(COD) numeric
@attribute rlmMclcs numeric
@attribute rlmNormMclcs numeric
@attribute rlmTotalLength(SO_ou_RLMSO) numeric
@attribute rlmNormTotalLength(SO_ou_RLMSO_div) numeric
@attribute rlmTotalLength(SO_ou_RLMSO)DivWord2Length numeric
@attribute rlmTotalLength(WSO_ou_RLMWSO)Weighted numeric
@attribute rlmTotalLengthWeightedInv numeric
@attribute rlmMaxLengthOccurrences(MO) numeric
@attribute rlmMaxLength(MORL) numeric
@attribute rlmMinLengthMaxOccurrences(MLMO) numeric
@attribute rlmMaxOccurrencesMinLength(MOML) numeric
@attribute mi0 numeric
@attribute mi1 numeric
@attribute mi2 numeric
@attribute mi3 numeric
@attribute mi4 numeric
@attribute meanMI numeric
@attribute weightedMeanMI numeric
@attribute wmi0 numeric
@attribute wmi1 numeric
@attribute wmi2 numeric
@attribute wmi3 numeric
@attribute wmi4 numeric
@attribute meanWMI numeric
@attribute weightedMeanWMI numeric
@attribute nlcs numeric
@attribute mclcs00 numeric
@attribute mclcs01 numeric
@attribute mclcsLength/2Length/2 numeric
@attribute nmclcs numeric
@attribute damerau numeric
@attribute levenshtein numeric
@attribute dice numeric
@attribute hamming numeric
@attribute classe {true,false}

@data
3,4,1,1,0,0,0.5,0,0,0,-2,-2,-6,3,-2,-1.5,-7,4,2,2,0.333333,3,0.75,0.75,4,3,2,1,1,2,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.91551,0.549306,0.549306,0.549306,0.91551,0.503531,1.373265,0.333333,2,0,0,0.333333,2,2,1,1,false
6,6,0,0,0,0,0,0,0,-2,-4,-4,-22,13.444444,-3.666667,-3.666667,-23,6,2,1,0.027778,2,0.111111,0.333333,2,2,2,1,1,2,1.791759,1.791759,1.791759,1.791759,1.791759,1.535794,4.38981,1.194506,0.89588,0.89588,0.89588,0.89588,0.810558,2.493532,0.111111,2,0,1,0.111111,4,4,1,4,false
6,5,-1,1,0,0,0,0,0,-4,-3,-4,-19,12.033333,-3.166667,-3.8,-19,2,1,1,0.033333,1,0.033333,0.2,1,1,1,1,1,1,1.609438,1.609438,1.609438,1.609438,1.609438,1.341198,3.674883,0.804719,0.804719,0.804719,0.804719,0.804719,0.670599,1.837442,0.033333,0,1,0,0.033333,6,6,1,5,true
6,8,2,2,0,0,0,0,0,-8,-8,-8,-64,85.333333,-10.666667,-8,-64,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.791759,1.791759,1.791759,1.791759,1.791759,1.535794,4.38981,0.89588,0.89588,0.89588,0.89588,0.89588,0.767897,2.194905,0,0,0,0,0,8,8,1,6,true
5,7,2,2,0,0,0,0,0,-7,-7,-7,-49,68.6,-9.8,-7,-49,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.609438,1.609438,1.609438,1.609438,1.609438,1.341198,3.674883,0.804719,0.804719,0.804719,0.804719,0.804719,0.670599,1.837442,0,0,0,0,0,7,7,1,5,true
10,5,-5,5,0,0,0,0,0,-5,-5,-5,-25,12.5,-2.5,-5,-25,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.470808,1.470808,1.470808,1.609438,1.470808,1.248779,3.393003,0.735404,0.735404,0.735404,0.804719,0.735404,0.624389,1.696502,0,0,0,0,0,10,10,1,10,true
4,6,2,2,0,0,0,0,0,-3,0,-3,-15,9.375,-3.75,-2.5,-17,6,3,2,0.166667,4,0.666667,0.666667,5,4,3,1,1,3,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.693147,1.213008,0.693147,0.693147,0.693147,0.65849,1.703987,0.375,0,3,1,0.375,3,3,1,2,false
6,6,0,0,0,0,0,0,0,-3,-3,-3,-16,7.111111,-2.666667,-2.666667,-17,2,2,2,0.111111,4,0.444444,0.666667,5,4,3,1,1,3,1.791759,1.791759,1.791759,1.791759,1.791759,1.535794,4.38981,0.89588,0.89588,1.194506,0.89588,1.045193,0.831888,2.32431,0.25,0,0,0,0.111111,6,6,1,3,false
3,3,0,0,0.5,0.166667,0.5,0,0,1,-1,-1,-1,0.111111,-0.333333,-0.333333,-2,2,2,2,0.444444,3,1,1,4,3,2,1,1,2,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.91551,0.549306,0.549306,0.91551,0.91551,0.503531,1.373265,0.444444,2,0,1,0.444444,1,1,1,1,false
2,2,0,0,1,0.5,1,1,1,4,2,2,6,9,3,3,4,1,1,1,0.25,4,4,2,4,4,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,1,1,1,0,0,?,1,false
2,3,1,1,0,0,1,0,0,-1,-2,-2,-5,4.166667,-2.5,-1.666667,-5,1,1,1,0.166667,1,0.166667,0.333333,1,1,1,1,1,1,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.51986,0.346574,0.346574,0.51986,0.51986,0.288811,0.693147,0.166667,1,0,1,0.166667,2,2,1,1,true
8,3,-5,5,0,0,0,0,0,-1,-2,-2,-5,1.041667,-0.625,-1.666667,-5,4,1,1,0.041667,1,0.041667,0.333333,1,1,1,1,1,1,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.732408,0.549306,0.549306,0.549306,0.549306,0.457755,1.190163,0.041667,1,0,0,0.041667,7,7,1,7,false
13,10,-3,3,0,0,0,0,0,-8,-7,-7,-78,46.8,-6,-7.8,-78,6,2,1,0.007692,2,0.030769,0.2,2,2,2,1,1,2,2.163956,2.163956,2.163956,2.163956,2.163956,1.992438,6.371356,1.081978,1.081978,1.081978,1.081978,1.081978,1.006685,3.19847,0.030769,0,1,0,0.007692,13,13,1,11,true
11,9,-2,2,0,0,0,0,0,-6,-7,-7,-62,38.828283,-5.636363,-6.888889,-62,5,1,1,0.010101,3,0.090909,0.333333,3,3,3,1,1,3,1.889159,1.889159,1.966176,1.966176,1.966176,1.761856,5.45956,1.028139,0.94458,1.066648,0.983088,0.983088,0.909847,2.861538,0.040404,1,0,0,0.010101,10,10,1,9,true
5,6,1,1,0,0,0,0,0,-2,2,-2,-7,1.633333,-1.4,-1.166667,-10,3,4,4,0.533333,11,4.033333,1.833333,21,8,5,2,1,5,1.332179,1.332179,1.332179,1.332179,1.332179,1.110149,3.041809,0.66609,1.24055,0.66609,0.66609,0.66609,0.650818,1.808135,0.533333,0,4,3,0.533333,2,2,0.428571,2,false
3,4,1,1,0,0,0,0,0,-4,-4,-4,-16,21.333333,-5.333334,-4,-16,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,4,4,1,3,true
9,8,-1,1,0,0,0,0,0,-4,-3,-4,-31,13.347222,-3.444444,-3.875,-31,3,1,1,0.013889,4,0.222222,0.5,4,4,4,1,1,4,2.079441,2.079441,2.079441,2.079441,2.079441,1.848392,5.651624,1.039721,1.169686,1.039721,1.169686,1.169686,0.967518,2.949279,0.222222,0,1,0,0.013889,8,8,1,5,false
4,3,-1,1,0.5,0.166667,0,0,0,1,-1,-1,-1,0.083333,-0.25,-0.333333,-2,4,2,2,0.333333,3,0.75,1,4,3,2,1,1,2,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.91551,0.549306,0.549306,0.549306,0.91551,0.503531,1.373265,0.333333,2,0,0,0.333333,2,2,1,2,false
9,6,-3,3,0,0,0,0,0,-4,-3,-4,-23,9.796296,-2.555556,-3.833333,-23,3,1,1,0.018519,2,0.074074,0.333333,2,2,2,1,1,2,1.676235,1.791759,1.791759,1.676235,1.56071,1.436773,4.160687,0.838117,0.89588,0.89588,0.987431,0.780355,0.739717,2.117672,0.074074,0,1,0,0.018519,8,8,1,7,true
6,6,0,0,0,0,0,0.5,0,-3,-3,-1,-16,7.111111,-2.666667,-2.666667,-17,-18,0,2,0.111111,4,0.444444,0.666667,5,4,3,1,1,3,1.791759,1.791759,1.791759,1.791759,1.791759,1.535794,4.38981,0.89588,0.89588,0.89588,1.34382,0.89588,0.831888,2.30689,0.25,0,0,0,0.111111,6,6,1,3,false
11,7,-4,4,0,0,0,0,0,-4,-3,-4,-26,8.779221,-2.363636,-3.714286,-26,7,2,1,0.012987,4,0.207792,0.571429,4,4,4,1,1,4,1.549826,1.450805,1.549826,1.648847,1.549826,1.356098,3.993722,0.774913,0.725403,0.774913,0.913907,0.774913,0.706608,2.039088,0.116883,0,1,0,0.012987,10,10,1,8,false
14,4,-10,10,0,0,0,0,0,-1,1,1,0,0,0,0,0,11,2,1,0.017857,3,0.160714,0.75,3,3,3,1,1,3,0.693147,0.51986,0.693147,0.693147,0.866434,0.51986,1.357413,0.346574,0.25993,0.346574,0.346574,0.433217,0.25993,0.678707,0.071429,0,1,0,0.017857,14,14,1,12,false
8,8,0,0,0,0,0,0,0,-5,-5,-5,-38,22.5625,-4.75,-4.75,-39,2,2,1,0.015625,3,0.140625,0.375,3,3,3,1,1,3,1.732868,1.732868,1.732868,2.252728,1.732868,1.598089,4.839652,0.866434,0.866434,0.866434,1.386294,0.866434,0.842366,2.503375,0.140625,0,0,0,0.0625,8,8,1,5,false
13,13,0,0,0,0,0,0,0,-9,-9,-8,-114,76.899408,-8.769231,-8.769231,-114,-33,1,1,0.005917,5,0.147929,0.384615,5,5,5,1,1,5,2.351673,2.351673,2.351673,2.351673,2.351673,2.183696,7.478635,1.175837,1.175837,1.175837,1.247829,1.175837,1.119464,3.79513,0.053254,0,0,0,0.005917,13,13,1,10,true
5,6,1,1,0,0,0,0,0.333333,-1,0,-1,-2,0.133333,-0.4,-0.333333,-4,5,4,3,0.3,8,2.133333,1.333333,12,7,5,2,1,5,1.609438,1.609438,1.609438,1.609438,1.609438,1.341198,3.674883,0.804719,0.965663,1.28755,0.804719,0.965663,0.804719,2.111046,0.833333,0,1,0,0.3,3,3,0.714286,1,false
7,7,0,0,0,0,0,0,0,-6,-6,-6,-42,36,-6,-6,-42,0,0,1,0.020408,1,0.020408,0.142857,1,1,1,1,1,1,1.94591,1.94591,1.94591,1.94591,1.94591,1.702671,5.045467,0.972955,0.972955,0.972955,0.972955,0.972955,0.86871,2.545899,0.020408,0,0,0,0.020408,7,7,1,6,true
10,8,-2,2,0,0,0,0,0,-6,-5,-6,-47,27.6125,-4.7,-5.875,-47,4,1,1,0.0125,2,0.05,0.25,2,2,2,1,1,2,1.906154,1.906154,1.992798,1.992798,1.906155,1.732868,5.258016,0.953077,0.953077,0.996399,0.996399,0.953077,0.880874,2.645253,0.05,0,1,0,0.0125,10,10,1,8,true
1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,?,1,true
6,7,1,1,0,0,0,0,0,-4,-4,-3,-27,17.357143,-4.5,-3.857143,-27,-9,0,1,0.02381,3,0.214286,0.428571,3,3,3,1,1,3,1.791759,1.791759,1.791759,1.791759,1.791759,1.535794,4.38981,0.89588,0.89588,0.89588,1.045193,0.89588,0.789227,2.232233,0.214286,0,0,0,0.095238,6,6,1,3,false
10,12,2,2,0,0,0.25,0,0,-1,-2,-6,-61,31.008333,-6.1,-5.083334,-66.75,38,7,2,0.033333,10,0.833333,0.833333,12,9,8,2,1,8,1.748067,2.208584,1.748067,1.748067,1.748067,1.675127,5.41361,1.265236,1.42618,0.919848,0.874034,0.874034,0.917021,3.287015,0.208333,4,2,1,0.133333,8,8,1,5,false
9,7,-2,2,0,0,0,0,0,-6,-6,-6,-42,28,-4.666666,-6,-42,0,0,1,0.015873,1,0.015873,0.142857,1,1,1,1,1,1,1.94591,1.94591,1.94591,1.94591,1.94591,1.702671,5.045467,0.972955,1.111949,0.972955,0.972955,0.972955,0.86871,2.59223,0.015873,0,0,0,0.015873,8,8,1,8,true
14,16,2,2,0,0,0,0,0,-9,-9,-9,-138,85.017857,-9.857142,-8.625,-140.66667,17,5,1,0.004464,8,0.285714,0.5,8,8,8,1,1,8,2.391505,2.341995,2.391505,2.391505,2.391505,2.208967,7.720313,1.195753,1.170997,1.195752,1.195752,1.428998,1.141866,3.946657,0.160714,0,0,0,0.040179,15,15,1,9,true
1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,?,0,false
4,6,2,2,0,0,1,0,0,-4,-5,-5,-29,35.041667,-7.25,-4.833334,-29,3,1,1,0.041667,1,0.041667,0.166667,1,1,1,1,1,1,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.866434,0.693147,0.693147,0.693147,0.693147,0.589175,1.617343,0.041667,1,0,0,0.041667,5,5,1,3,true
10,13,3,3,0,0,0,0,0,-6,-6,-6,-65,32.5,-6.5,-5,-73.26666,29,9,3,0.069231,14,1.507692,1.076923,20,11,9,2,1,9,2.025326,2.025326,2.025326,2.485843,2.025326,1.920879,6.09681,1.012663,1.012663,1.288736,1.910197,1.058478,1.050363,3.316411,0.276923,0,0,0,0.192308,7,7,0.894737,6,false
10,10,0,0,0,0,0,0,0,-10,-10,-10,-100,100,-10,-10,-100,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,2.302585,2.302585,2.302585,2.302585,2.302585,2.093259,6.744199,1.151292,1.151292,1.151292,1.151292,1.151292,1.04663,3.372099,0,0,0,0,0,10,10,1,10,true
10,11,1,1,0,0,0,0,0,-2,4,-2,-15,2.045455,-1.5,-1.363636,-19.8,23,6,5,0.227273,19,3.281818,1.727273,39,13,9,3,1,9,2.163956,2.23327,2.163956,2.163956,2.163956,1.979835,6.384367,1.081978,1.657624,1.197107,1.081978,1.081978,1.067346,3.529184,0.581818,0,5,0,0.227273,6,6,0.647059,3,false
10,8,-2,2,0,0,0,0,0,-2,-3,-3,-19,4.5125,-1.9,-2.375,-22,17,5,4,0.2,11,1.5125,1.375,21,8,5,2,1,5,1.992798,1.992798,1.906155,1.906155,1.906155,1.732868,5.333829,1.126364,0.996399,0.953077,0.953077,0.953077,0.880874,2.79688,0.3125,1,0,0,0.2,7,7,0.714286,5,false
1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,?,0,false
12,3,-9,9,0,0,0,0,0,-3,-3,-3,-9,2.25,-0.75,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0.867563,0.867563,0.867563,0.867563,0.867563,0.650672,1.590532,0.433782,0.433782,0.433782,0.433782,0.433782,0.325336,0.795266,0,0,0,0,0,12,12,1,12,true
5,3,-2,2,1,0.333333,0,0,0,-1,-2,-2,-5,1.666667,-1,-1.666667,-5,2,1,1,0.066667,1,0.066667,0.333333,1,1,1,1,1,1,1.098612,0.867563,0.636514,0.636514,0.867563,0.650672,1.744565,0.732408,0.433782,0.318257,0.318257,0.433782,0.371112,1.055385,0.066667,1,0,0,0.066667,4,4,1,4,false
4,5,1,1,0,0,0,0,0,-5,-5,-5,-25,31.25,-6.25,-5,-25,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.039721,1.039721,1.213008,1.213008,1.039721,0.901091,2.267169,0.51986,0.51986,0.606504,0.606504,0.51986,0.450546,1.133584,0,0,0,0,0,5,5,1,4,true
14,12,-2,2,0,0,0,0,0,-10,-10,-10,-116,80.095238,-8.285714,-9.666667,-116,7,2,1,0.005952,2,0.02381,0.166667,2,2,2,1,1,2,2.080571,2.080571,2.022809,2.022809,2.022809,1.921282,6.434066,1.040285,1.040285,1.011404,1.011404,1.011404,0.972127,3.230041,0.005952,0,0,0,0.005952,14,14,1,13,true
3,3,0,0,0,0,0,0,0,-3,-3,-3,-9,9,-3,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,3,3,1,3,true
12,13,1,1,0,0,0,0,0,-12,-12,-12,-154,152.025641,-12.833333,-11.846154,-154,3,2,1,0.00641,2,0.025641,0.153846,2,2,2,1,1,2,2.43696,2.022809,2.080571,2.080571,2.022809,1.944253,6.769115,1.21848,1.011404,1.040285,1.040285,1.086061,0.983612,3.411932,0.00641,0,0,0,0.00641,13,13,1,11,true
8,10,2,2,0,0,0,0,0,-9,-9,-9,-89,99.0125,-11.125,-8.9,-89,1,1,1,0.0125,1,0.0125,0.1,1,1,1,1,1,1,1.732868,1.732868,1.732868,1.732868,1.819511,1.559581,4.741456,0.866434,0.866434,0.866434,0.866434,1.039721,0.794231,2.396721,0.0125,0,0,0,0.0125,10,10,1,7,true
7,4,-3,3,0,0,0,0,0,-3,-3,-3,-12,5.142857,-1.714286,-3,-12,0,0,1,0.035714,1,0.035714,0.25,1,1,1,1,1,1,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.693147,0.866434,0.693147,0.693147,0.693147,0.589175,1.5307,0.035714,0,0,1,0.035714,6,6,1,6,true
4,4,0,0,0,0,0,0,0,-1,2,-1,-1,0.0625,-0.25,-0.25,-3,3,3,3,0.5625,6,2.25,1.5,10,5,3,2,1,3,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.693147,1.213008,0.693147,0.693147,0.693147,0.65849,1.703987,0.5625,0,3,0,0.5625,2,2,0.5,1,false
3,3,0,0,0,0,0.5,0,0,1,-1,-1,-1,0.111111,-0.333333,-0.333333,-2,2,2,2,0.444444,3,1,1,4,3,2,1,1,2,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.91551,0.549306,0.549306,0.91551,0.91551,0.503531,1.373265,0.444444,2,0,2,0.444444,1,1,1,1,false
8,9,1,1,0,0,0,0,0,-4,-2,-4,-34,16.055556,-4.25,-3.777778,-35,6,2,1,0.013889,5,0.347222,0.555556,5,5,5,1,1,5,2.079441,2.079441,2.079441,2.079441,2.079441,1.848392,5.651624,1.039721,1.299651,1.039721,1.039721,1.039721,0.967518,2.974344,0.347222,0,2,0,0.055556,7,7,1,4,false
8,11,3,3,0,0,0,0,0,-1,-1,-2,-13,1.920455,-1.625,-1.181818,-15.666666,21,7,2,0.045455,10,1.136364,0.909091,11,10,9,1,1,9,1.906154,1.906155,1.819511,1.906155,1.819511,1.626971,5.073589,1.083042,1.083042,1.256329,1.083042,0.996399,0.914569,2.911527,0.556818,1,1,1,0.102273,7,8,1,1,false
10,8,-2,2,0,0,0,0,0,-3,-3,-3,-24,7.2,-2.4,-3,-24,0,0,1,0.0125,6,0.45,0.75,6,6,6,1,1,6,1.234245,1.754105,1.147601,1.566096,1.147601,1.172487,3.647574,0.617123,0.877053,0.703766,0.783048,0.635103,0.630745,1.91169,0.1125,0,0,0,0.05,9,9,1,7,false
10,7,-3,3,0,0,0,0,0,-4,-3,-4,-26,9.657143,-2.6,-3.714286,-26,7,2,1,0.014286,4,0.228571,0.571429,4,4,4,1,1,4,1.747868,1.747868,1.747868,1.846889,1.846889,1.566517,4.593035,0.873934,0.873934,1.012928,1.012928,0.923445,0.811818,2.365219,0.128571,0,1,0,0.014286,8,8,1,7,false
2,3,1,1,0.5,0.166667,0.5,0,0,1,-1,-1,-1,0.166667,-0.5,-0.333333,-2,2,2,1,0.166667,2,0.666667,0.666667,2,2,2,1,1,2,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.693147,0.346574,0.346574,0.693147,0.693147,0.346574,0.866434,0.666667,2,0,1,0.666667,1,1,1,0,false
11,10,-1,1,0,0,0,0,0,-7,-7,-7,-68,42.036364,-6.181818,-6.8,-68,4,2,1,0.009091,3,0.081818,0.3,3,3,3,1,1,3,2.163956,2.163956,2.163956,2.163956,2.163956,1.967232,6.338156,1.081978,1.081978,1.197107,1.081978,1.081978,1.015015,3.233359,0.081818,0,0,0,0.009091,11,11,1,8,true
11,6,-5,5,0,0,0,0,0,-3,-3,-4,-22,7.333333,-2,-3.666667,-22,9,2,1,0.015152,3,0.136364,0.5,3,3,3,1,1,3,1.676235,1.56071,1.56071,1.445186,1.445186,1.304745,3.868025,0.929668,0.780355,0.780355,0.814144,0.722593,0.67853,2.048451,0.060606,1,1,0,0.015152,10,10,1,9,false
4,1,-3,3,1,1,0,0,0,1,0,1,1,0.25,0.25,1,1,2,1,1,0.25,1,0.25,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0.25,3,3,1,3,false
9,12,3,3,0,0,0,0,0,-6,-3,-6,-67,41.564815,-7.444445,-5.583334,-69,22,5,2,0.037037,7,0.453704,0.583333,8,7,6,1,1,6,1.889159,1.966176,2.043192,2.043192,1.966176,1.746453,5.488135,0.94458,1.349292,1.143664,1.143664,0.983088,0.934261,2.998376,0.333333,0,3,0,0.083333,9,9,1,3,false
