@relation words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-53

@attribute word1Length numeric
@attribute word2Length numeric
@attribute word2-word1Length numeric
@attribute word2-word1LengthAbs numeric
@attribute classe {true,false}

@data
159,1,-158,158,true
126,1,-125,125,true
182,19,-163,163,true
126,18,-108,108,true
160,13,-147,147,true
88,67,-21,21,true
136,36,-100,100,true
75,8,-67,67,true
17,20,3,3,true
58,4,-54,54,true
44,31,-13,13,true
144,20,-124,124,false
37,23,-14,14,true
70,6,-64,64,true
117,36,-81,81,false
150,24,-126,126,true
157,22,-135,135,false
75,17,-58,58,true
159,16,-143,143,false
110,1,-109,109,true
27,24,-3,3,true
147,12,-135,135,false
87,21,-66,66,true
145,18,-127,127,true
45,9,-36,36,false
139,14,-125,125,true
24,19,-5,5,false
191,16,-175,175,true
200,22,-178,178,false
27,17,-10,10,true
113,2,-111,111,false
76,8,-68,68,false
38,9,-29,29,true
113,5,-108,108,false
55,7,-48,48,true
103,14,-89,89,true
43,10,-33,33,true
198,1,-197,197,true
56,47,-9,9,true
45,39,-6,6,false
139,13,-126,126,true
183,19,-164,164,true
122,1,-121,121,false
21,21,0,0,false
175,19,-156,156,false
141,29,-112,112,true
98,12,-86,86,false
137,20,-117,117,false
194,1,-193,193,true
2,2,0,0,false
155,23,-132,132,false
144,2,-142,142,false
36,14,-22,22,false
188,22,-166,166,true
47,5,-42,42,false
32,10,-22,22,true
67,1,-66,66,false
122,2,-120,120,false
62,11,-51,51,false
110,31,-79,79,false
19,5,-14,14,false
29,21,-8,8,true
66,12,-54,54,false
100,35,-65,65,true
106,19,-87,87,true
171,1,-170,170,false
27,19,-8,8,true
88,14,-74,74,false
37,14,-23,23,false
88,9,-79,79,true
76,7,-69,69,false
13,8,-5,5,true
159,20,-139,139,false
28,18,-10,10,true
89,20,-69,69,false
115,13,-102,102,false
53,23,-30,30,true
167,21,-146,146,true
174,22,-152,152,false
136,15,-121,121,false
46,1,-45,45,false
199,22,-177,177,true
138,18,-120,120,false
100,12,-88,88,false
199,31,-168,168,false
149,17,-132,132,true
183,25,-158,158,false
138,15,-123,123,true
18,19,1,1,true
94,16,-78,78,false
199,27,-172,172,false
120,16,-104,104,true
73,48,-25,25,true
24,28,4,4,true
153,20,-133,133,true
38,5,-33,33,false
148,21,-127,127,false
10,10,0,0,false
98,12,-86,86,true
51,19,-32,32,true
140,20,-120,120,true
142,1,-141,141,true
107,12,-95,95,false
31,31,0,0,false
30,14,-16,16,false
75,17,-58,58,false
64,11,-53,53,false
181,24,-157,157,false
137,38,-99,99,false
121,14,-107,107,false
93,2,-91,91,true
91,12,-79,79,false
11,11,0,0,false
128,4,-124,124,true
99,18,-81,81,false
163,28,-135,135,true
61,26,-35,35,true
22,12,-10,10,false
134,20,-114,114,false
92,22,-70,70,false
174,23,-151,151,true
141,20,-121,121,false
159,1,-158,158,false
47,9,-38,38,false
124,17,-107,107,true
120,16,-104,104,false
200,32,-168,168,false
147,1,-146,146,true
148,25,-123,123,true
189,19,-170,170,false
159,21,-138,138,true
134,26,-108,108,false
196,25,-171,171,true
185,5,-180,180,false
106,17,-89,89,false
162,21,-141,141,false
51,14,-37,37,true
58,12,-46,46,false
125,25,-100,100,true
143,17,-126,126,false
165,1,-164,164,false
40,25,-15,15,true
124,15,-109,109,true
35,13,-22,22,false
106,10,-96,96,true
117,19,-98,98,false
41,35,-6,6,true
8,11,3,3,true
195,43,-152,152,false
119,21,-98,98,false
127,17,-110,110,false
28,21,-7,7,true
114,28,-86,86,false
192,26,-166,166,false
194,26,-168,168,false
30,11,-19,19,true
127,13,-114,114,true
188,24,-164,164,false
112,20,-92,92,false
42,10,-32,32,true
177,1,-176,176,true
193,1,-192,192,false
68,14,-54,54,true
43,5,-38,38,false
57,21,-36,36,true
68,5,-63,63,true
144,19,-125,125,true
146,22,-124,124,true
93,39,-54,54,false
10,11,1,1,true
74,52,-22,22,true
47,12,-35,35,false
157,8,-149,149,false
84,6,-78,78,false
175,27,-148,148,false
183,36,-147,147,true
87,2,-85,85,false
27,3,-24,24,true
127,17,-110,110,false
176,18,-158,158,true
49,42,-7,7,true
136,1,-135,135,true
119,13,-106,106,true
106,15,-91,91,true
26,12,-14,14,true
182,19,-163,163,true
27,14,-13,13,true
102,21,-81,81,true
138,1,-137,137,false
166,22,-144,144,false
24,8,-16,16,false
62,18,-44,44,true
16,12,-4,4,false
186,27,-159,159,false
83,9,-74,74,true
37,32,-5,5,true
21,11,-10,10,true
162,18,-144,144,true
177,18,-159,159,false
6,6,0,0,true
70,6,-64,64,true
115,9,-106,106,false
101,20,-81,81,false
160,1,-159,159,false
67,1,-66,66,false
140,23,-117,117,true
196,1,-195,195,true
89,12,-77,77,true
200,28,-172,172,false
99,37,-62,62,true
169,5,-164,164,false
177,1,-176,176,false
94,19,-75,75,true
31,27,-4,4,true
91,12,-79,79,true
64,16,-48,48,false
63,1,-62,62,true
87,44,-43,43,false
106,1,-105,105,true
161,19,-142,142,true
40,2,-38,38,false
96,32,-64,64,false
136,33,-103,103,true
7,3,-4,4,false
95,22,-73,73,true
178,34,-144,144,true
31,31,0,0,false
58,37,-21,21,false
62,14,-48,48,true
181,24,-157,157,false
88,7,-81,81,true
182,35,-147,147,false
17,6,-11,11,false
145,12,-133,133,false
181,17,-164,164,true
120,19,-101,101,true
166,18,-148,148,false
74,18,-56,56,true
56,56,0,0,true
142,1,-141,141,true
148,55,-93,93,true
57,6,-51,51,false
87,1,-86,86,true
98,27,-71,71,true
173,1,-172,172,true
130,17,-113,113,false
196,1,-195,195,true
52,6,-46,46,true
60,12,-48,48,true
44,11,-33,33,true
121,22,-99,99,true
140,24,-116,116,true
4,4,0,0,false
82,42,-40,40,false
50,40,-10,10,true
180,18,-162,162,false
155,30,-125,125,false
104,3,-101,101,false
47,19,-28,28,false
72,9,-63,63,true
16,6,-10,10,true
166,23,-143,143,false
116,9,-107,107,true
21,8,-13,13,true
96,14,-82,82,true
148,22,-126,126,true
65,22,-43,43,false
66,12,-54,54,false
41,4,-37,37,false
64,3,-61,61,true
118,11,-107,107,false
21,20,-1,1,false
145,15,-130,130,true
113,16,-97,97,true
16,18,2,2,true
176,21,-155,155,true
189,24,-165,165,true
27,18,-9,9,true
181,23,-158,158,false
5,5,0,0,true
83,9,-74,74,false
99,25,-74,74,false
93,17,-76,76,false
97,4,-93,93,true
145,14,-131,131,true
195,30,-165,165,false
160,20,-140,140,true
98,13,-85,85,true
112,16,-96,96,true
198,23,-175,175,true
2,2,0,0,true
8,8,0,0,false
20,20,0,0,false
119,20,-99,99,false
17,16,-1,1,true
34,12,-22,22,false
57,13,-44,44,false
167,1,-166,166,true
12,15,3,3,true
25,29,4,4,false
154,15,-139,139,true
199,31,-168,168,true
83,26,-57,57,false
101,70,-31,31,false
145,29,-116,116,true
120,14,-106,106,false
59,8,-51,51,false
192,1,-191,191,true
109,29,-80,80,true
163,17,-146,146,true
90,14,-76,76,true
6,6,0,0,false
92,47,-45,45,false
146,15,-131,131,false
146,1,-145,145,true
113,16,-97,97,false
10,11,1,1,true
134,18,-116,116,false
93,17,-76,76,true
194,26,-168,168,false
130,46,-84,84,false
35,7,-28,28,false
112,17,-95,95,true
145,26,-119,119,true
37,13,-24,24,false
76,19,-57,57,true
30,30,0,0,true
28,4,-24,24,true
126,5,-121,121,true
143,2,-141,141,false
86,2,-84,84,true
132,15,-117,117,true
174,30,-144,144,true
123,11,-112,112,true
8,8,0,0,false
60,6,-54,54,true
130,14,-116,116,true
195,28,-167,167,false
189,27,-162,162,true
9,1,-8,8,true
139,1,-138,138,false
131,9,-122,122,false
96,16,-80,80,false
5,6,1,1,true
22,12,-10,10,false
4,4,0,0,true
45,1,-44,44,false
70,17,-53,53,true
136,1,-135,135,false
56,5,-51,51,false
187,1,-186,186,true
42,20,-22,22,false
166,1,-165,165,false
122,21,-101,101,true
85,15,-70,70,true
57,36,-21,21,false
79,9,-70,70,false
90,15,-75,75,false
2,2,0,0,true
132,1,-131,131,true
13,13,0,0,true
166,25,-141,141,false
50,34,-16,16,false
49,9,-40,40,true
126,4,-122,122,true
198,26,-172,172,true
36,15,-21,21,true
41,12,-29,29,false
182,21,-161,161,false
73,27,-46,46,false
163,18,-145,145,true
46,21,-25,25,true
111,12,-99,99,false
29,22,-7,7,false
199,25,-174,174,false
43,14,-29,29,true
63,11,-52,52,false
18,4,-14,14,true
169,1,-168,168,true
127,20,-107,107,true
90,21,-69,69,false
102,6,-96,96,false
80,18,-62,62,true
86,18,-68,68,true
33,23,-10,10,false
3,3,0,0,false
187,34,-153,153,false
88,9,-79,79,true
100,1,-99,99,false
183,30,-153,153,false
95,15,-80,80,true
13,7,-6,6,false
88,12,-76,76,false
180,45,-135,135,true
81,1,-80,80,true
77,33,-44,44,true
20,22,2,2,true
102,1,-101,101,false
144,20,-124,124,false
88,11,-77,77,false
82,9,-73,73,false
132,13,-119,119,false
156,36,-120,120,true
166,1,-165,165,false
30,25,-5,5,false
172,23,-149,149,false
46,37,-9,9,false
154,14,-140,140,false
26,10,-16,16,true
185,1,-184,184,true
63,34,-29,29,true
97,12,-85,85,false
39,35,-4,4,true
116,1,-115,115,true
178,37,-141,141,false
16,20,4,4,true
146,20,-126,126,false
188,17,-171,171,true
67,11,-56,56,true
48,17,-31,31,true
82,13,-69,69,true
95,46,-49,49,false
57,17,-40,40,false
188,27,-161,161,false
113,17,-96,96,false
35,13,-22,22,false
86,9,-77,77,true
159,22,-137,137,true
68,3,-65,65,true
158,1,-157,157,false
195,27,-168,168,true
89,37,-52,52,false
89,64,-25,25,false
167,20,-147,147,true
134,1,-133,133,false
93,15,-78,78,true
194,24,-170,170,true
139,17,-122,122,true
39,11,-28,28,true
107,15,-92,92,true
85,1,-84,84,true
125,16,-109,109,false
41,6,-35,35,true
113,18,-95,95,false
165,1,-164,164,false
177,1,-176,176,false
190,21,-169,169,true
158,57,-101,101,true
157,1,-156,156,true
81,10,-71,71,false
92,28,-64,64,false
192,32,-160,160,false
93,12,-81,81,true
55,14,-41,41,true
137,33,-104,104,false
137,22,-115,115,true
109,14,-95,95,true
128,10,-118,118,false
173,21,-152,152,false
51,1,-50,50,true
42,18,-24,24,false
180,25,-155,155,false
107,13,-94,94,true
199,14,-185,185,false
181,25,-156,156,false
52,7,-45,45,false
119,12,-107,107,false
188,27,-161,161,true
182,1,-181,181,true
112,16,-96,96,true
191,1,-190,190,true
95,11,-84,84,false
59,46,-13,13,true
78,12,-66,66,false
98,13,-85,85,false
102,20,-82,82,true
169,1,-168,168,false
26,12,-14,14,true
51,14,-37,37,true
127,18,-109,109,false
79,8,-71,71,true
75,34,-41,41,false
112,18,-94,94,true
196,24,-172,172,false
61,15,-46,46,true
89,9,-80,80,true
127,13,-114,114,true
73,1,-72,72,false
118,15,-103,103,false
133,19,-114,114,true
128,12,-116,116,true
18,19,1,1,true
93,4,-89,89,true
42,5,-37,37,false
141,33,-108,108,false
152,15,-137,137,true
87,15,-72,72,false
158,18,-140,140,true
17,9,-8,8,true
107,10,-97,97,true
136,15,-121,121,true
169,1,-168,168,false
165,1,-164,164,false
111,29,-82,82,true
184,25,-159,159,true
104,13,-91,91,false
45,15,-30,30,false
59,11,-48,48,true
173,22,-151,151,true
34,13,-21,21,true
138,1,-137,137,false
157,5,-152,152,false
9,2,-7,7,true
159,24,-135,135,true
126,15,-111,111,false
181,16,-165,165,true
80,25,-55,55,true
80,21,-59,59,true
47,11,-36,36,false
193,1,-192,192,false
44,10,-34,34,false
43,16,-27,27,true
120,23,-97,97,true
25,17,-8,8,false
149,18,-131,131,true
152,16,-136,136,false
26,11,-15,15,true
155,1,-154,154,false
130,1,-129,129,false
18,20,2,2,false
195,27,-168,168,true
110,17,-93,93,true
116,1,-115,115,true
190,1,-189,189,false
75,32,-43,43,true
108,1,-107,107,false
146,1,-145,145,false
179,32,-147,147,false
167,24,-143,143,true
179,1,-178,178,false
20,3,-17,17,true
178,11,-167,167,true
54,2,-52,52,false
175,27,-148,148,true
52,10,-42,42,true
133,13,-120,120,true
112,1,-111,111,false
23,18,-5,5,true
112,1,-111,111,false
7,6,-1,1,false
3,3,0,0,false
25,7,-18,18,false
116,17,-99,99,false
187,7,-180,180,true
78,20,-58,58,true
177,23,-154,154,false
189,1,-188,188,false
122,28,-94,94,true
26,19,-7,7,true
93,12,-81,81,true
99,11,-88,88,false
32,26,-6,6,false
48,1,-47,47,true
59,50,-9,9,true
8,9,1,1,false
83,26,-57,57,false
181,14,-167,167,false
24,8,-16,16,true
25,17,-8,8,true
96,11,-85,85,false
171,24,-147,147,true
55,25,-30,30,true
143,24,-119,119,false
37,34,-3,3,true
65,14,-51,51,true
199,24,-175,175,true
28,24,-4,4,false
71,9,-62,62,false
89,8,-81,81,false
136,6,-130,130,false
71,31,-40,40,false
49,26,-23,23,false
67,18,-49,49,true
72,18,-54,54,false
20,22,2,2,false
71,3,-68,68,false
52,17,-35,35,false
185,23,-162,162,true
89,8,-81,81,true
61,1,-60,60,false
183,15,-168,168,false
4,4,0,0,false
125,16,-109,109,false
144,15,-129,129,true
136,13,-123,123,true
194,1,-193,193,true
26,6,-20,20,false
165,25,-140,140,false
199,25,-174,174,false
141,17,-124,124,true
120,14,-106,106,true
129,21,-108,108,true
69,3,-66,66,false
37,25,-12,12,false
168,1,-167,167,false
191,36,-155,155,false
1,1,0,0,false
152,17,-135,135,true
43,32,-11,11,false
83,2,-81,81,true
64,20,-44,44,false
40,22,-18,18,false
87,13,-74,74,false
165,25,-140,140,true
71,44,-27,27,false
123,10,-113,113,false
67,5,-62,62,true
80,19,-61,61,true
135,13,-122,122,false
97,1,-96,96,false
16,6,-10,10,true
123,21,-102,102,false
63,12,-51,51,false
64,7,-57,57,true
149,15,-134,134,true
89,11,-78,78,false
140,17,-123,123,true
1,1,0,0,true
34,36,2,2,true
40,22,-18,18,false
38,10,-28,28,false
1,1,0,0,true
178,20,-158,158,false
87,7,-80,80,false
127,17,-110,110,true
164,22,-142,142,true
191,1,-190,190,false
153,1,-152,152,false
123,16,-107,107,true
86,16,-70,70,true
103,24,-79,79,false
32,15,-17,17,true
120,15,-105,105,false
97,15,-82,82,true
59,27,-32,32,true
195,23,-172,172,false
188,31,-157,157,false
150,16,-134,134,true
6,6,0,0,true
89,13,-76,76,true
48,6,-42,42,false
10,12,2,2,true
159,3,-156,156,false
74,16,-58,58,true
198,23,-175,175,false
57,10,-47,47,true
86,1,-85,85,false
75,26,-49,49,false
128,1,-127,127,false
130,1,-129,129,true
194,1,-193,193,true
73,1,-72,72,true
178,1,-177,177,true
50,26,-24,24,true
143,15,-128,128,true
146,28,-118,118,true
19,16,-3,3,true
134,1,-133,133,true
13,4,-9,9,false
23,20,-3,3,true
64,15,-49,49,true
143,19,-124,124,true
177,26,-151,151,true
84,14,-70,70,true
117,12,-105,105,false
182,20,-162,162,true
83,21,-62,62,false
40,38,-2,2,true
43,17,-26,26,false
41,8,-33,33,false
101,14,-87,87,true
67,1,-66,66,false
97,1,-96,96,true
167,1,-166,166,true
17,12,-5,5,false
141,18,-123,123,false
175,22,-153,153,false
68,23,-45,45,false
138,20,-118,118,true
177,16,-161,161,false
70,11,-59,59,false
174,1,-173,173,true
105,12,-93,93,true
46,23,-23,23,true
